"sentiment","message","tweetid"
0,"Niggas asked me what my inspiration was, I told'em global warming, you feel me? #cozy",793481685354573824
1,"It's 80 degrees on november first climate change is real we're in a drought the reef is dead bees are dying donald trump might be president",793481896118321152
1,"@ddale8 That's a good one. Shouldn't he be out denying climate change?",793482248028876800
1,"RT @Glen4ONT: These two young Ontarians won first place in the #Climathon (climate change hackathon) #Toronto. Way to goÃ¢â‚¬Â¦",793483293593251841
2,"RT @PacificStand: Life, liberty, and the pursuit of climate change https://t.co/SS65X24oAd https://t.co/i6kR81RmrI",793484681228480512
1,"I don't know why people are happy over the fact it's 70 degrees out in November. It's called global warming.",793484883029000192
2,"RT @PacificStand: Life, liberty, and the pursuit of climate change https://t.co/SS65X24oAd https://t.co/i6kR81RmrI",793484993464901632
1,"RT @Kaylee_Gan: How do people chose to not believe in climate change",793485612623859712
1,"RT @Seasaver: The ocean is losing its breath Ã¢â‚¬â€œ and climate change is making it worse https://t.co/myO8tGHlGK @ConversationUS",793485723877990401
1,"70's in November? I officially believe in global warming",793485733323501568
0,"RT @JoyceCarolOates: Hillary Clinton not (evidently) to blame for global warming--GOP doesn't 'believe' in global warming.",793486254222565376
1,"RT @FiftyBuckss: An entire 1 hour and 40 minute documentary climate change, right here on Twitter. But it's ok, the Lord will save uÃ¢â‚¬Â¦",793486760013627392
1,"RT @YouTube: .@NatGeo teams up w/ @LeoDiCaprio to explore climate change and prevent catastrophe.

This is #BeforeTheFlood Ã¢â€ â€™Ã¢â‚¬Â¦",793487191183941632
0,"RT @Grayse_Kelly: 'Polar bears don't have any natural enemies, so if it dies, it's from starvation' 
This is for the 'global warmingÃ¢â‚¬Â¦",793487332737445889
1,"RT @YouTube: .@NatGeo teams up w/ @LeoDiCaprio to explore climate change and prevent catastrophe.

This is #BeforeTheFlood Ã¢â€ â€™Ã¢â‚¬Â¦",793487549461172224
1,"Exxon Mobil sued over climate change cover-up Ã¢Å¾Â¡Ã¯Â¸ï† by @c_m_dangelo https://t.co/YTsUYIJAJt via @HuffPostGreen Back #JILL &amp; support renewables",793488291626647553
1,"China criticizes Trump's plan to exit climate change pact... CHINA!! Dude?! 
https://t.co/FwO9Nq6IB4 @TheDailyEdge",793488297075085312
2,"#DailyClimate Pacific Island countries and climate change: Examining associated human https://t.co/TnMBReiAF0",793488479057477632
0,"@CaseyNeistat Thoughts on #BeforetheFlood + global warming in the next #Vlog? ;-) https://t.co/4QGedkhEkW",793488971540140032
1,"RT @easysolarpanel: The worst thing we can do for our #economy is sit back and do nothing about climate change. https://t.co/w8P5ocW4Bb #clÃ¢â‚¬Â¦",793489521815891968
1,"RT @DrJillStein: Trump pretends not to believe in climate change, but he's buying a wall to protect his Ireland golf course from rising seaÃ¢â‚¬Â¦",793490890102714369
1,"if you don't believe in global warming now then I truly don't know what to tell you",793490987616120832
1,"Centrica is a world leader for action on climate change https://t.co/gKyCvSKHhM | https://t.co/xgCuk25En6",793491086928965632
0,"@YouTube @NatGeo @LeoDiCaprio He lectures poor Americans about climate change while leaving a million x bigger carbon footprint.",793491098425438208
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793491543776595969
2,"In rare move, China criticizes Trump plan to exit climate change pact https://t.co/pYF5Y4aWuh via @Reuters",793491560075624448
1,"RT @Patbagley: Cartoon: If the media covered climate change the way it covers Hillary's email https://t.co/B93ZlKMkrp via @fusion",793491582313836544
1,"RT @betterthemask: Before the Flood's free to watch now - @NatGeo film abt how we can prevent catastrophic climate change disruption https:Ã¢â‚¬Â¦",793491582569676801
1,"RT @lofalexandria: #Environment #Conservation #Science https://t.co/UOViK8WWjW US needs to lead the way in combating climate change | FourÃ¢â‚¬Â¦",793492125098844160
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793492149706907648
1,"Because if you are a denier of climate change, you are a denier of your own existence.",793493137750646784
2,"RT @sciam: China criticizes Trump plan to exit climate change pact https://t.co/BxZFX1Xgxc https://t.co/tB92yrH6Bk",793493218642067457
0,"So apparently what global warming means for me is spending a lot of time being furious that it's warm &amp; sunny #iwantFALL",793493269938339840
0,"Niggas asked me what my inspiration was i told em global warming",793493792728940545
1,"RT @BrandonCTE: Our planet is not going to make it if we don't take action on climate change. Take an hour and half out of your dayÃ¢â‚¬Â¦",793494110250205185
1,"@LeoDiCaprio 's #BeforeTheFlood is such a masterpiece. Never knew so many things were associated with global warming.",793494173798141952
1,"RT @julienamorgan: 'Investors can no longer ignore climate change. All are faced with a swelling tide of climate-related regulations' Ã¢â‚¬â€œ httÃ¢â‚¬Â¦",793495008129277952
2,"RT @Independent: China slams Donald TrumpÃ¢â‚¬â„¢s plan to back out of climate change agreement https://t.co/Bo78HT1eQ3 https://t.co/k0XQvcpr4l",793495112529489921
1,"RT techjunkiejh:RT FastCoExist: Most corporate climate change pledges aren't strict enough to stop climate change Ã¢â‚¬Â¦ https://t.co/yJOOQuMXyE",793495542055698433
1,"RT @DrJillStein: Trump pretends not to believe in climate change, but he's buying a wall to protect his Ireland golf course from rising seaÃ¢â‚¬Â¦",793495630433751040
-1,"@ClimateReality Sorry. I don't believe in climate change. I think it's a big sham to get more tax dollars that should be going elsewhere.",793495980322660352
0,"Who the fuck taught @WaltDisneyWorld to monopolize global warming... I'm spending $4.25 on a powerade to keep my ass alive in this heat",793496370615349249
2,"In rare move, China criticizes Trump plan to exit climate change pact https://t.co/81uSvku4Yk via @Reuters",793496656817819652
1,"@mtracey @DouthatNYT Instead they spent 6 years blocking all progress, denying global warming and attempting to nix the ACA, great job!!!!",793496804704813056
0,"Before the Flood is a documentary about climate change and global warming, narrated by Leo DiCaprio as UN's messenger of peace (not actor).",793497172331356160
1,"RT @94kristin: let's talk climate change",793497173983764481
2,"RT @lrozen: RT @clparthemore: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/FZgRmCMOkN via @Reuters",793497313310232577
2,"RT @Independent: China slams Donald TrumpÃ¢â‚¬â„¢s plan to back out of climate change agreement https://t.co/Bo78HT1eQ3 https://t.co/k0XQvcpr4l",793498739109494788
2,"GOP senator on climate change: 'Mankind has actually flourished in warmer temperatures' https://t.co/JrqbTltIZ4 # via @HuffPostPol",793498753315602432
1,"RT @TeslaMotors: Rising temperatures put millions at risk as climate change hotspot @third_pole (world's 3rd-largest store of ice) is meltiÃ¢â‚¬Â¦",793499498014277632
1,"RT @nobarriers2016: 'In terms of climate change, the debate is over.' - @BernieSanders #StrongerTogether https://t.co/gTh1bI3BRC",793499838209937408
1,"RT @TeslaMotors: Rising temperatures put millions at risk as climate change hotspot @third_pole (world's 3rd-largest store of ice) is meltiÃ¢â‚¬Â¦",793500301164617729
2,"In rare move, China criticizes Trump plan to exit climate change pact - https://t.co/6C2CVPGwnc",793500408174014465
2,"https://t.co/u4R1BqQ5UR | Parliament ratifies Paris climate change agreement https://t.co/hq2K9TpIL3 https://t.co/yNIfRbNzLG",793500696272187392
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793500853562773504
1,"RT @YorkshireWP: This graphic by PBI perfectly illustrates the extremely worrying effects climate change is having on the Arctic seaÃ¢â‚¬Â¦",793501339540135936
2,"RT Rio's famous beaches take battering as scientists issue #climate change warning, https://t.co/K4zTMgms37 #globalwarming #beachlife",793501647179767809
1,"RT @AnjaKolibri: Toxic slime, bloodsuckers, 'code brown' &amp; company: 8 disgusting side effects of #climate change: https://t.co/5hVhtZeCAQ vÃ¢â‚¬Â¦",793501903762010112
0,"RT @PopSci: A comic-book cure for climate change https://t.co/w8l51nB9ce https://t.co/vRc2RrMVTE",793502052533964802
1,"RT @rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.",793502349948051456
1,"RT @SenSanders: The Dakota Access Pipeline would be a huge blow to our fight against climate change. #NoDAPL https://t.co/47m6yUu4m5",793502526356291584
1,"#NoDAPL: Either @Potus doesn't actually believe in climate change, or he's willing to shelve it for big business. Think about it #Berners",793502534916636672
0,"@_MrYezzir Minnesota?? I want fall weather not winter weatherÃ°Å¸Ëœâ€˜. This is global warming at its finest Ã°Å¸â€˜Å½Ã°Å¸ï†Â¾",793502839867715584
0,"RT @TheDailyEdge: ICYMI: The US and China support action on climate change. Trump and Putin support the US not defending NATO allies https:Ã¢â‚¬Â¦",793502858549293056
1,"RT @lifeaseva: Taking shorter showers and buying reusable bottles won't stop global warming. It's the main result of our agriculture demandÃ¢â‚¬Â¦",793503262163034112
1,"RT @Fusion: Imagine, if you will, a world where the media covered climate change the way it covers Hillary's emailsÃ¢â‚¬Â¦",793503321164316672
1,"RT @rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.",793505136123392000
0,"Retweeted Kholla Bashir (@bashir_kholla):

Worldwide people are much less concerned about climate change.... https://t.co/dsKKtrJegW",793506017271316480
0,"74 in November. s/o climate change",793506400425181185
1,"RT @DrJillStein: Trump pretends not to believe in climate change, but he's buying a wall to protect his Ireland golf course from rising seaÃ¢â‚¬Â¦",793506439054626816
1,"RT @SenSanders: The Dakota Access Pipeline would be a huge blow to our fight against climate change. #NoDAPL https://t.co/47m6yUu4m5",793506470780370944
1,"RT @PUANConference: If we want to combat climate change, we must re-engineer our landfills https://t.co/86SLkQOcST",793507429069811712
1,"RT @rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.",793507696171507713
1,"RT @sciencemagazine: How will climate change alter the ecosystems of the Mediterranean? Read the research: ($) https://t.co/RKoLdjH446 httpÃ¢â‚¬Â¦",793507841139208192
1,"The Chinese understand what's at stake here.

In rare move, China criticizes Trump plan to exit climate change pact https://t.co/eIsRC58Fom",793510922488721408
1,"@lucas_gus_ was playing Christmas music at 12:01 AM. Well jokes on you Lucas it's 73 out rn and global warming is coming before Christmas",793511063367081984
1,"RT @YouTube: .@NatGeo teams up w/ @LeoDiCaprio to explore climate change and prevent catastrophe.

This is #BeforeTheFlood Ã¢â€ â€™Ã¢â‚¬Â¦",793511509947187200
1,"@diagstudio IÃ¢â‚¬â„¢m creating a new think tank for climate change, would you join and post your tweet also at https://t.co/u1UbQXLmrF ?",793514589640163329
1,"RT @rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.",793515137936265216
1,"RT @DrJillStein: Military spending is 20X greater than the budget for energy + environment. But the Pentagon says climate change is a direÃ¢â‚¬Â¦",793515143132962816
1,"12 reports to read before the #climate summit | Climate Home - climate change news https://t.co/QsmVKv1T7k via @ClimateHome
#ActOnClimate",793515233494958080
1,"RT @peta: Meat production is a leading cause of climate change, water waste, deforestation, &amp; extinction. #WorldVeganDayÃ¢â‚¬Â¦",793515579445506048
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793515584705007616
1,"RT @heidihauf: Fantastic day inspired by ambitious Scottish Public Sector action on climate change @SSNscotland #ssnconf16",793515688501645316
0,"I like how we're all just ignoring global warming lol Ã¢ËœÂ¹Ã¯Â¸ï† https://t.co/75a8aFwRfJ",793516022300938241
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793516801456037888
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793517152292642818
-1,"RT @NotJoshEarnest: Obviously Istanbul is expecting some wicked climate change soon
https://t.co/kSE3eIV7jq",793517175504068608
1,"RT @DLCNGOUN: Main theme for #COP22 should be how #agriculture and budgets can be mainstreamed to migate climate change&amp;encourage developmeÃ¢â‚¬Â¦",793517379678535680
1,"RT @rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.",793517465175293952
2,"RT @PeteOgden: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/bO9SkZynBc via @Reuters",793517518891651072
0,"RT @DerorCurrency: Yeah, Leo DiCaprio travels the world to tackle climate change *on emissions-spewing private jets and superyachts*. httpsÃ¢â‚¬Â¦",793517562340401152
1,"RT @YouTube: .@NatGeo teams up w/ @LeoDiCaprio to explore climate change and prevent catastrophe.

This is #BeforeTheFlood Ã¢â€ â€™Ã¢â‚¬Â¦",793517675540545540
1,"RT @rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.",793517698571395072
1,"RT @JamesSurowiecki: (Even if climate change has gone practically unmentioned during this entire campaign, it still matters more than anythÃ¢â‚¬Â¦",793517816339107840
0,"An upside to climate change is that I'm wearing shorts and t-shirt on November 1.",793517999533678592
1,"RT @peta: Meat production is a leading cause of climate change, water waste, deforestation, &amp; extinction. #WorldVeganDayÃ¢â‚¬Â¦",793518342090948608
2,"RT @IndyUSA: China slams Donald TrumpÃ¢â‚¬â„¢s plan to back out of climate change agreement https://t.co/grTsuof8Bt https://t.co/36hCxmnts5",793518527827341312
1,"RT @rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.",793518559653527552
1,"RT @lifeaseva: Taking shorter showers and buying reusable bottles won't stop global warming. It's the main result of our agriculture demandÃ¢â‚¬Â¦",793518833721970690
0,"RT @stanrey7: Th teaser for GUILT TRIP
a climate change film with a skiing problem is dropping today. 
TheÃ¢â‚¬Â¦ https://t.co/wXKmLxqwvH",793518879649701888
-1,"Too bad this normally intelligent man believes that the world is ending due to global warming which is the fault ofÃ¢â‚¬Â¦ https://t.co/zOMadhWQ6J",793518940584603648
2,"RT @IntBirdRescue: Seabirds are key indicators of the impact of climate change on the world's oceans: @BirdLife_NewsÃ¢â‚¬Â¦",793519631784960049
2,"RT @ReutersPolitics: In rare move, China criticizes Trump plan to exit climate change pact https://t.co/JNI0o39DIU https://t.co/paRvIdkV3A",793519656321490944
1,"RT @GlblCtzn: Want to help help fight climate change? Simple Ã¢â‚¬â€Ã‚ go vegan. #WorldVeganDay. https://t.co/YiUmDXYizZ",793520954815021056
0,"RT @TheDailyEdge: ICYMI: The US and China support action on climate change. Trump and Putin support the US not defending NATO allies https:Ã¢â‚¬Â¦",793521360832237569
1,"So. The Green party candidate has endorsed a dude who says climate change is a hoax. Feel shame, Stein voters. https://t.co/wYIKemRUBh",793521415420903424
1,"RT @YouTube: .@NatGeo teams up w/ @LeoDiCaprio to explore climate change and prevent catastrophe.

This is #BeforeTheFlood Ã¢â€ â€™Ã¢â‚¬Â¦",793521717717110786
1,"RT @MetalcoreColts: Hey its november and its 83 degrees. Continue to tell me that climate change is a myth pls",793521724025409536
1,"RT @DrJillStein: Trump pretends not to believe in climate change, but he's buying a wall to protect his Ireland golf course from rising seaÃ¢â‚¬Â¦",793521724759412738
1,"RT @nickvelazquez1: But I thought climate change wasn't a real thing and science is fake? https://t.co/IHFXFB7ccg",793521809664729088
1,"RT @lifeaseva: Taking shorter showers and buying reusable bottles won't stop global warming. It's the main result of our agriculture demandÃ¢â‚¬Â¦",793521908054720513
1,"RT @Climate4Health: 'We've got a big public health problem here with climate change' -Bob Perkowitz, @ecoAmerica President https://t.co/g3UÃ¢â‚¬Â¦",793522737612328961
1,"RT @MikeBloomberg: .@LeoDiCaprio's #BeforetheFlood on @NatGeoChannel tonight puts focus on reality of climate change &amp; need for action. httÃ¢â‚¬Â¦",793522920526123008
1,"RT @peta: Meat production is a leading cause of climate change, water waste, deforestation, &amp; extinction. #WorldVeganDayÃ¢â‚¬Â¦",793523250592645120
1,"RT @GlblCtzn: Want to help help fight climate change? Simple Ã¢â‚¬â€Ã‚ go vegan. #WorldVeganDay. https://t.co/YiUmDXYizZ",793523419753046016
1,"RT @rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.",793524482967216129
1,"RT @DrJillStein: Trump pretends not to believe in climate change, but he's buying a wall to protect his Ireland golf course from rising seaÃ¢â‚¬Â¦",793527302827028480
0,"research analyst environmental and climate change programs: BS/BA with coursework in environmentalÃ¢â‚¬Â¦ https://t.co/MbHH3qY51T #ClimateChange",793528065351487488
1,"RT @EnvDefenseFund: Scientists say these 9 cities are likely to escape major climate change threats. Can you guess where they are? https://Ã¢â‚¬Â¦",793528082187497472
1,"RT @climateprogress: Brace yourself for a bitterly cold winter, as climate change shifts the polar vortex: https://t.co/AzExUHPNIL https://Ã¢â‚¬Â¦",793528506936336384
1,"RT @NatGeoChannel: One of the easiest ways to help combat climate change in your daily life is to stop eating beef. Here's why:Ã¢â‚¬Â¦",793529131287744512
1,"RT @lifeaseva: Taking shorter showers and buying reusable bottles won't stop global warming. It's the main result of our agriculture demandÃ¢â‚¬Â¦",793529576769159172
1,"@reinccarnate like police brutality or global warming or animal endangerment. not something petty like a damn green cup.",793530303298015232
2,"Company directors to face penalties for ignoring #climate change #auspol https://t.co/0I572OeAXg via @Jackthelad1947",793531127172431872
0,"RT @taehbeingextra: i still can't believe this gif of taehyung saved the human race, stopped global warming and watered every plant onÃ¢â‚¬Â¦",793531583005360128
2,"RT @guardian: Rio's famous beaches take battering as scientists issue climate change warning https://t.co/XG5tVwjkcl",793532073428471808
1,"Watch Before the Flood, an urgent call to arms about climate change https://t.co/nUSmPnmaog #misc #feedly",793533066421473280
0,"RT @kinetophone_com: One of the most interesting collaborations for Leonardo Di Caprio's climate change doc. Now on air 
Before the... httpÃ¢â‚¬Â¦",793533188912058368
0,"I knew if it warmed up that someone would pull that climate change shit... Not saying it doesn't exist but come on",793533378121334784
2,"RT @Reuters: In a rare move, China has criticized Trump's plan to exit the Paris Agreement on climate change:Ã¢â‚¬Â¦",793534381633576960
1,"RT @JayMontanaa300: 84 degrees in Atlanta......in November..........do you still believe that global warming is not happening???",793535591069716480
2,"RT @deltalreed_l: Polar vortex shifting due to climate change, extending winter, study finds
https://t.co/enqjjXpMsz Marco say climate chanÃ¢â‚¬Â¦",793536103454171136
1,"RT @povpaul: It's literally 75Ã‚Â° outside and it's november 1st global warming can https://t.co/Lk6B7zUZtp",793536278184751106
2,"RT @guardian: Rio's famous beaches take battering as scientists issue climate change warning https://t.co/XG5tVwjkcl",793536789621444608
1,"When the weather is 75 degrees+ in November but you're also worried about climate change. #climatechange #weatherÃ¢â‚¬Â¦ https://t.co/JMJ7lCnCZ0",793539233549918208
2,"RT @Aquanaut1967: What can robot shellfish tell us about climate change's impact on marine species? https://t.co/sqo7opKShj via @SmithsoniaÃ¢â‚¬Â¦",793540691448082432
0,"If you aren't watching Leonardo's documentary on climate change then wyd",793541128532340736
1,"RT @lifeaseva: Taking shorter showers and buying reusable bottles won't stop global warming. It's the main result of our agriculture demandÃ¢â‚¬Â¦",793542525017550849
0,"RT @jko417: @michaelkeyes @Blurred_Trees @cristinalaila1 come on motherfucker I'm getting real bored &amp; fuck climate change https://t.co/n5Ã¢â‚¬Â¦",793542940618391552
1,"Importance of climate change emergency prep work https://t.co/0KqhUtei3u",793544280727969792
0,"You can watch Leonardo DiCaprio's climate change documentary right here #climatechange https://t.co/RBB8MHjA1O",793544311300296708
-1,"Liberals changed the term 'global warming' to 'climate change'; because it didn't. Only a $ laundering for Plutocracy #PoliticallyReactive",793544823579873280
2,"RT @WorldfNature: Polar vortex shifting due to climate change, extending winter, study finds - Washington Post https://t.co/gB6dBddyEG",793546459257925633
1,"RT @JayMontanaa300: 84 degrees in Atlanta......in November..........do you still believe that global warming is not happening???",793546518246596608
0,"@JohnFromCranber @ByronYork @MZHemingway @FDRLST Trump has secret island where he is making climate change accelerator!",793547512082726944
2,"RT ReutersWorld: In a rare move, China has criticized Trump's plan to exit the Paris Agreement on climate change:Ã¢â‚¬Â¦ https://t.co/fLUE2KPnPH",793548017467023360
1,"#Wisconsin people, climate change is real Vote #democrat Stand against @PRyan and show him actions speak louder https://t.co/sic6JdCyTw",793548650987212800
2,"RT @ClimateCentral: Celeb-packed @yearsofliving wants to make climate change a voting issue https://t.co/LVhsrFLoiX via @mashableÃ¢â‚¬Â¦",793549543442903040
1,"Government has failed 
'Australian business woefully unprepared for climate change post Paris agreement' #auspol https://t.co/FD6MZmKEKA",793551186678775808
1,"RT @Doughravme: Left pressures Clinton for position on pipeline https://t.co/XBr4ogxQu3 Back #JILL &amp; work at slowing climate change for ourÃ¢â‚¬Â¦",793551281948270592
-1,"1999: you'll die due the Y2K Bug. 2008: ditto, climate change. 2016: all you own will be hacked. Not quite, say IÃ¢â‚¬Â¦ https://t.co/9pgFmFDhcE",793551332984647680
1,"RT @Greenpeace: If climate change goes unchecked, many areas in southern Europe could become deserts. https://t.co/PGRHflqMtb #scary https:Ã¢â‚¬Â¦",793551492833611776
1,"RT @whomiscale: ahem, ahem, [coughing on smog] sorry. anyways, global warming isn't real",793551559179112448
1,"RT @rabihalameddine: Trump calls global warming a Chinese hoax. Clinton emails.",793551802855665664
1,"It's fucking November and I'm still in t shirts and track shorts. You can't tell me climate change isn't real.",793552920759246848
1,"I used to look the other way at climate change issues, till I had to pay attention. It's real and saddening. We are killing everything.",793553070819074048
1,"76 on November 1st? Fuck this shit if you don't think climate change is real, wake the fuck up",793553594083672065
2,"RT @grist: .@LeoDiCaprioÃ¢â‚¬â„¢s new climate change film is now streaming https://t.co/8CKrsPU065 #BeforeTheFlood https://t.co/g8ViS3Wovr",793553646667563008
0,"Leo Dicaprio is seriously concerned about climate change. Except when Canne film festival is on. Then he's concerned about boats and pussy.",793553679706185728
1,"RT @extinctsymbol: Eating meat is a leading cause of habitat destruction, species extinction and climate change: https://t.co/i4EkZI4Wh6",793559832531959808
1,"SPPI is a green advocate and helps in the preservation of more trees to help curb climate change. https://t.co/ClawMrUPJJ #exteriorpainters",793563351750148096
1,"73 degrees on November 1st.. But global warming isn't real right?",793563925631475712
1,"RT @lifeaseva: Taking shorter showers and buying reusable bottles won't stop global warming. It's the main result of our agriculture demandÃ¢â‚¬Â¦",793564339034730496
1,"I do not understand how people still don't believe in climate change",793566985988759552
1,"@icouldbeannyone IÃ¢â‚¬â„¢m creating a new think tank for climate change, would you join and post your tweet also at https://t.co/u1UbQXLmrF ?",793567352600354816
1,"RT @gracestout_: Y'all wanna argue about whether climate change is real meanwhile it's 70 in November and the arctic is literally disappearÃ¢â‚¬Â¦",793569214615449600
2,"RT @Alex_Verbeek: Polar vortex is shifting due to climate change: extending winter 

https://t.co/MB3jpJY3Mn #climate #weatherÃ¢â‚¬Â¦",793569995011788801
1,"RT @preston_spang: It's November 1st and the high today is 85Ã‚Â° yet somehow people still say global warming isn't real. Ã°Å¸â„¢Æ’Ã°Å¸â„¢Æ’Ã°Å¸â„¢Æ’",793570106378969089
0,"Is climate change sexist? Ã°Å¸â€˜â‚¬ https://t.co/GamBF0ruDx",793570414802956288
1,"RT @DJ_Pilla: Everyone pls watch @LeoDiCaprio documentary #BeforetheFlood It is an important/interesting look at climate change. https://t.Ã¢â‚¬Â¦",793570797227012096
1,"@Sanchordia We really don't have time to play politics with climate change, we need to start hurrying it along.",793572554891857922
0,"RBReich: I'm often told that climate change is a middle-class issue, and the poor care more about jobs and wages. Ã¢â‚¬Â¦ https://t.co/mO14qf6ZbL",793573141335437312
1,"First day of November and the high was 88 degrees. Good thing climate change isn't real.",793573325171748865
1,"RT @SydneySakharia: the weather SAYS '75 degrees' but it MEANS 'global warming'",793574519180898304
1,"RT @GStuedler: Cartoon: If the media covered climate change the way it covers Hillary's email https://t.co/gvWN4WUWS5",793576155915907077
1,"RT @Oldyella49: Seriously? They're endorsing someone that denies global warming. They should be ashamed. https://t.co/tbyRI6pWVF",793576658464681984
1,"@kkfla737 I don't think Rubio is gonna lose although I'm not afraid to say he doesn't have my vote. 2017 and still denying climate changeÃ°Å¸â€˜Å½",793576677158842369
1,"No, climate change is NOT a Ã¢â‚¬Ëœnatural cycle.Ã¢â‚¬â„¢ 
10 ways we can tell humans are affecting it: https://t.co/VXlRfpyi7u",793577222632247296
1,"v upset on this, the most beautiful day of 2016, because a) I didn't bring my camera to campus and b) climate change is terrifying",793577240923631616
2,"RT @ChristopherWr11: Australian business woefully unprepared for climate change https://t.co/lnstFEbiNS via @smh",793577861948903428
1,"RT @GlblCtzn: Want to help help fight climate change? Simple Ã¢â‚¬â€Ã‚ go vegan. #WorldVeganDay. https://t.co/YiUmDXYizZ",793578980775452673
0,"Yo your mcm doesn't believe in climate change",793580630655152128
2,"In rare move, China criticizes Trump plan to exit climate change pact https://t.co/t98n438LhW via @Reuters",793580968632315904
0,"RT @RBReich: I'm often told that climate change is a middle-class issue, and the poor care more about jobs and wages. The... https://t.co/9Ã¢â‚¬Â¦",793586032314769408
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793586707937521664
1,"RT @lifeaseva: Taking shorter showers and buying reusable bottles won't stop global warming. It's the main result of our agriculture demandÃ¢â‚¬Â¦",793586893321478144
1,"We rly need to start listening to Leonardo DiCaprio because global warming is real &amp; happening like how tf is it 80 degrees in November",793587540720705536
0,"RT @Jackthelad1947: It's a man's world when it comes to climate change @huffpostblog https://t.co/M3U8HHqUGe #auspol @ABCcompass #thedrum #Ã¢â‚¬Â¦",793588074584211456
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793588540898680832
1,"RT @cybersygh: Given that animal agriculture is the leading cause of climate change, adopting a vegan diet is the most practical course, ifÃ¢â‚¬Â¦",793589195818299397
0,"RT @Slate: You can now watch Leonardo DiCaprioÃ¢â‚¬â„¢s climate change doc online for free: https://t.co/jk1o40AdX3 https://t.co/YcOXnfsWsm",793589459987996672
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793589494205206529
2,"RT @ReutersWorld: In a rare move, China has criticized Trump's plan to exit the Paris Agreement on climate change:Ã¢â‚¬Â¦",793589521514455040
1,"What sparked global warming? People did. HereÃ¢â‚¬â„¢s how. https://t.co/hzWiFPmaGK",793590456395390977
0,"Here's how to watch Leonardo DiCaprio's climate change documentary for free online https://t.co/lIvnxS6A1h https://t.co/blzMpQfaGs",793590486195810304
1,"RT @b33mh: First day of November, but it feels more like June. And then we have all these people dismissing the subject of climate change. Ã°Å¸â€˜â‚¬",793590650251964416
-1,"@Taniel @LVBurke The Russians did it - oh wait, is this when we blame global warming",793591109209432065
0,"@lisa_alba Fact? I think #Geo #Engineering is mainly to try to get a grip of climate change personally",793592896842792961
1,"@JenniferGrayCNN @hm5131_massey Of course one candidate believes in the science of climate change the other dismisses it.",793592969827844104
2,"@guardian: #Rio's famous beaches take battering as scientists issue climate change warning https://t.co/HxwsuF4bSs'
#Brazil @ABC @r",793593923071541248
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793596483979411457
1,"RT @350Pacific: The real battle against climate change won't be fought in airconditioned meeting 
rooms.https://t.co/qwAKF42rfD https://t.cÃ¢â‚¬Â¦",793598210887462912
1,"RT @RacingXtinction: One of the easiest ways to help combat climate change is to stop eating beef #BeforeTheFlood #RacingExtinction https:/Ã¢â‚¬Â¦",793598296103190528
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793600715310583808
1,"RT @HillaryforOH: 'Are you going to vote for a president who will fight climate change, or a president &amp; Congress who don't even beliÃ¢â‚¬Â¦",793602981463592960
