sentiment,message,tweetid,predicted_sentiment,confidence_score
2,"RT @CECHR_UoD: Indian farmers fight against climate change using trees as a weapon
https://t.co/rMz1xbJJ0P #Agroforestry gaining tÃ¢â‚¬Â¦",793214778856595456,neutral,0.8248928785324097
1,RT @PeteMadigan: Everyone needs to watch the incredible #BeforetheFlood documentary produced by @LeoDiCaprio on climate changeÃ¢â‚¬Â¦,793215256055181312,positive,0.8185336589813232
2,Cloudy feedback on global warming - https://t.co/fS6IM9qPWD https://t.co/5j7XG3L2Gz #global https://t.co/QYBMGHItzg,793216285073035264,neutral,0.7750128507614136
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793216449976242177,neutral,0.8241775035858154
1,"RT @ABCPolitics: .@realDonaldTrump vows to cancel 'billions' in climate change funds to UN, adds 'I'm an environmentalist' https://t.co/P1HÃ¢â‚¬Â¦",793216460524888064,neutral,0.56917405128479
2,"Canada not ready for climate change, report warns - The Globe and Mail - we have no time https://t.co/24FxzrroQC",793216566263296001,negative,0.731102705001831
1,"Global Climate Action Agenda at #COP22

Governments alone cannot solve global warming. Climate change affects us... https://t.co/GX7MzMhhfO",793217556702265345,neutral,0.745665431022644
1,The new @NatGeo &amp; @LeoDiCaprio documentary on climate change #BeforeTheFlood is on Youtube. https://t.co/L4T7hhCrN8,793218033011437569,neutral,0.7693322896957397
0,"RT @Iad3uxieme: What do you think of global warming?

'If niggas stopped drivin their moms car all day &amp; got jobs, it'd be less smoke in thÃ¢â‚¬Â¦",793218337513668608,neutral,0.7863107323646545
2,RT @TimWeisAB: Canada not ready for climate change: University of Waterloo report https://t.co/lHK1y5sWIz,793220359935758336,neutral,0.5743483304977417
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793220603931140096,neutral,0.8241775035858154
1,RT @Seasaver: If everyone who tweets about halloween tweeted about genuinely terrifying things like climate change &amp; overfishingÃ¢â‚¬Â¦,793221088301940736,negative,0.680743396282196
0,RT @sloat24: Damn I wish global warming was this good when I was a kid so I coulda trick or treated in 70 degree weather,793221791648854016,positive,0.3638971447944641
1,RT @FlakesOnATrain: .@carolinelucas is right to highlight the vital importance of upland peat in climate change. Depressingly she is dismiÃ¢â‚¬Â¦,793222064668831744,negative,0.5805646181106567
0,The worst thing about global warming is it allows people to wear flip-flops in public later on into the year.,793222266242740224,negative,0.9074803590774536
1,"@rbsralaw 270 minutes of debate time, zero questions on climate change or education policy. ISIS! Emails! NAFTA!",793222707894558720,negative,0.7690654397010803
1,RT @NatGeoChannel: One of the easiest ways to help combat climate change in your daily life is to stop eating beef. Here's why:Ã¢â‚¬Â¦,793222898525831168,neutral,0.5087893009185791
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793223799458193408,neutral,0.8241775035858154
1,Company directors to face penalties for ignoring climate change #auspol politicians should too https://t.co/sHkGVfRQUm,793223881913802752,negative,0.6467763185501099
1,RT @andrea_illy: Coffee must adapt to climate change and requires industry wide coordination. https://t.co/RvbFcU3cR8,793224089418756100,neutral,0.8725364208221436
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793225061394182145,neutral,0.8241775035858154
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793225484977004544,neutral,0.8241775035858154
1,"RT @TimotheusW: Harrowing read about the relentless pursuit of #CSG in #Australia - 'Australia isnÃ¢â‚¬â„¢t Ã¢â‚¬Å“tacklingÃ¢â‚¬ï† climate change, weÃ¢â‚¬Â¦",793225548579213313,neutral,0.7584019303321838
1,If global warming continues at the current pace it will change the Mediterranean regi ... #Tattoos #Funny #DIY https://t.co/w2MCVii09L,793225835071180800,neutral,0.6906424760818481
1,RT @PASmsu2: Lake response to climate change: water clarity may be as imp as air temp. New in L&amp;O Letters @aslo_org @kevcroseÃ¢â‚¬Â¦,793226061068787713,neutral,0.8507887721061707
1,RT @World_Wildlife: Saving forests is crucial to fighting climate change. WWF's Josefina BraÃƒÂ±a-Varela blogs for #BeforetheFlood: https://t.Ã¢â‚¬Â¦,793226225196163072,neutral,0.6810269355773926
1,@realDonaldTrump for president... now he just needs to realize the reality of climate change amongst a few other things #ivoted,793226599202185216,neutral,0.6326433420181274
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793227158436982784,neutral,0.8241775035858154
1,"stp with the global climate change, put your efforts toward selling the sizzel EV's and PV's the key is more homes with solar #solarchat",793227585450872832,neutral,0.7210875749588013
1,Leo's climate change documentary is so epic. He's amazing.,793227795388260352,positive,0.9860613346099854
2,"Canada not ready for catastrophic effects of climate change, report warns: The report graded each province an... https://t.co/ySQgh5QpKa",793228954383495168,negative,0.718887209892273
0,RT @GlblCtzn: HereÃ¢â‚¬â„¢s what you need to know about Leonardo DiCaprioÃ¢â‚¬â„¢s climate change film. https://t.co/iqsmOmRlTk,793229150697979904,neutral,0.7775588631629944
1,RT @Jackthelad1947: Company directors to face penalties for ignoring climate change #auspol politicians should too https://t.co/sHkGVfRQUm,793229323612266496,negative,0.5165108442306519
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793229769127100416,neutral,0.8241775035858154
1,RT @og_mr_d: Before the Flood wasn't perfect documentary but it got the message right: America isn't doing enough to fight climate change #Ã¢â‚¬Â¦,793230456875544576,negative,0.5642870664596558
0,RT @GlblCtzn: HereÃ¢â‚¬â„¢s what you need to know about Leonardo DiCaprioÃ¢â‚¬â„¢s climate change film. https://t.co/iqsmOmRlTk,793231460778012672,neutral,0.7775588631629944
1,RT @UN: 12 #globalgoals are directly linked to climate change. The #ParisAgreement is crucial to achieve them.Ã¢â‚¬Â¦,793232335881789440,neutral,0.603547215461731
1,"RT ClimateReality: Clean energy proves there are real, solid solutions to climate change that make economic sense!Ã¢â‚¬Â¦ https://t.co/MSocrJEYA9",793233407845265408,positive,0.8626481294631958
1,RT @UN: 12 #globalgoals are directly linked to climate change. The #ParisAgreement is crucial to achieve them.Ã¢â‚¬Â¦,793233917243453441,neutral,0.603547215461731
1,RT @TheEconomist: Uncoupling emissions growth and economic expansion is important for slowing climate change https://t.co/TnjMRQSU5V https:Ã¢â‚¬Â¦,793233993185497088,neutral,0.6718460321426392
0,RT @LaceyGreve13: People who denounce climate change be like: https://t.co/YcdGfTctcy,793237993733525505,neutral,0.7060487866401672
1,RT @TheEconomist: Uncoupling emissions growth and economic expansion is important for slowing climate change https://t.co/TnjMRQSU5V https:Ã¢â‚¬Â¦,793238590654382081,neutral,0.6718460321426392
1,RT @umSoWutDntCare: @MrJamesonNeat @PatrickMurphyFL Florida you need Dems in office to get things done with climate change! #VoteBlueNoMattÃ¢â‚¬Â¦,793239188665622528,negative,0.48516103625297546
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793239240855457792,neutral,0.8241775035858154
0,"RT @Waterkeeper: Stream Before the Flood, a new film about climate change by @LeoDiCaprio &amp; Fisher Stevens, for free. https://t.co/uRaXqAriÃ¢â‚¬Â¦",793239468652175360,neutral,0.859398603439331
2,"RT @globalwinnipeg: Canada not ready for catastrophic effects of climate change, report warns https://t.co/EyLEOsg8XE",793239810999660544,negative,0.5511636734008789
2,"Clouds are impeding global warmingÃ¢â‚¬Â¦ for now: 

Lawrence Livermore National Laboratory researchers have id... https://t.co/Ny25lbS6S0",793240023860600832,neutral,0.5705727338790894
1,#Halloween's ok but if you really wanna get scared watch the new @NatGeoÃ¢â‚¬â€¹ climate change doc with @LeoDiCaprio https://t.co/W0txddoeQZ,793240385602592768,neutral,0.6180368661880493
0,RT @ddale8: Trump again vows to cancel the US contribution to the UN climate change program and spend it on clean water and clean air in AmÃ¢â‚¬Â¦,793240438287110144,neutral,0.6489335298538208
1,"That climate change story you've always wanted to tell? 
Now's the time. #ClimateAction Film Contest. https://t.co/NAQGPzRcuW",793241179475161088,positive,0.6961336731910706
1,RT @NatGeoChannel: One of the easiest ways to help combat climate change in your daily life is to stop eating beef. Here's why:Ã¢â‚¬Â¦,793241711942119424,neutral,0.5087893009185791
2,"#ClimateChange #CC Polar vortex shifting due to climate change, extending winter, study ... https://t.co/7UhFTFzXDQ #UniteBlue #Tcot :-(",793242032164605952,negative,0.7340824604034424
0,RT @IndieWire: Watch Leonardo DiCaprio's climate change doc #BeforeTheFlood for free online https://t.co/g3iUV8yU0u https://t.co/LVXS17ILSn,793243453886861312,neutral,0.7851539254188538
0,RT @ColeLedford11: polar bears for global warming. https://t.co/PqPcElsKkt,793243601744429056,neutral,0.8392429947853088
1,"RT @ParantoKristine: So proud of Leo Decapriro hard work on climate change, I believe it's part of his destiny, I believe we're in a criÃ¢â‚¬Â¦",793243912957599746,positive,0.955654501914978
1,"Before the Flood - National Geographic - Join Leonardo DiCaprio as he explores the topic of climate change.
https://t.co/s4srIqRO2i",793244890079657985,neutral,0.67705899477005
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793245118174261249,neutral,0.8241775035858154
1,@bhandel58 climate change is not the only thing of importance going on in the world. Role of govt is not to try to be the sun.,793247145361014784,neutral,0.5582147836685181
2,RT @climateprogress: Will global warming help drive record election turnout? https://t.co/R6Ig2hH2th https://t.co/4r7Z5j3QJz,793248049178877952,neutral,0.8262171745300293
1,RT @UN: 12 #globalgoals are directly linked to climate change. The #ParisAgreement is crucial to achieve them.Ã¢â‚¬Â¦,793249986574028800,neutral,0.603547215461731
1,Fuck all the people who don't believe in global warming it's real and we need to actually need to pay attention to it,793250758699253760,negative,0.8659588098526001
1,RT @SenSanders: The Dakota Access Pipeline would be a huge blow to our fight against climate change. #NoDAPL https://t.co/47m6yUu4m5,793251243749699584,negative,0.8574981689453125
1,"If scientists can't convince the US that climate change is real, how can its citizens convince eachother to change?",793251559421468672,negative,0.5843818187713623
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793251590102618112,neutral,0.8241775035858154
1,Adapting to climate change.. https://t.co/N2jbgezAQ0,793251790380687360,neutral,0.851078450679779
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793252717376507904,neutral,0.8241775035858154
1,We don't need to be an indigenous person to show support. Its time to treat the NATIVE right and take climate change seriously #NoDAPL,793253131689787396,neutral,0.6221939325332642
1,RT @MikeBloomberg: .@LeoDiCaprio's #BeforetheFlood on @NatGeoChannel tonight puts focus on reality of climate change &amp; need for action. httÃ¢â‚¬Â¦,793253307531735040,neutral,0.8436851501464844
0,@RepDonBeyer Be sure to personally invite me to this like you said you did at the climate change forum. Never got it https://t.co/yvDkF8D6P2,793253637309038592,negative,0.8000544309616089
1,"RT @RisingSign: @MolonLabeNews Will do further research on this and get back to you. Still even with this, climate change is real &amp; so isÃ¢â‚¬Â¦",793253805035032576,neutral,0.7944674491882324
1,RT @ClimateCentral: This is what it's like to be a young climate scientist in the age of climate change https://t.co/QX7wfvDA6w https://t.cÃ¢â‚¬Â¦,793253844188880900,neutral,0.8016576170921326
1,Join LeoDiCaprio as he searches for answers on the issue of climate change. #BeforeTheFlood starts now! https://t.co/F9qQbLKpAa,793256613419311104,neutral,0.7246254086494446
1,RT @NatGeoChannel: Join @LeoDiCaprio as he searches for answers on the issue of climate change. #BeforeTheFlood starts now! https://t.co/qcÃ¢â‚¬Â¦,793256727001100291,neutral,0.7624019384384155
1,RT @MitchkaSaberi: everyone turn on your TVs to Nat Geo and watch @LeoDiCaprio's Before the Flood!! climate change is such an important issÃ¢â‚¬Â¦,793257611353141248,positive,0.7118709683418274
1,"@goodthngs IÃ¢â‚¬â„¢m creating a new think tank for climate change, would you join and post your tweet also at https://t.co/u1UbQXLmrF ?",793257822511390720,neutral,0.7779181599617004
1,This whole global warming thing really is unfortunate...,793257968074526720,negative,0.9066917896270752
0,"RT @DivestDal: Innocent babes not getting tattooed, still branded children of the climate change era. #Birthmark https://t.co/54Kan43mEf",793259955461783552,negative,0.6418857574462891
0,RT @mashable: You can watch Leonardo DiCaprio's climate change documentary right here https://t.co/pvNXz5C7tb https://t.co/uaq41XAXIJ,793262259384516609,neutral,0.7113853096961975
2,Listen to 58 years of climate change in one minute https://t.co/gp55aMnKof,793263861512204288,neutral,0.8243865370750427
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793264122829811712,neutral,0.8241775035858154
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793264655737114624,neutral,0.8241775035858154
0,"@PracticalDoggo the main goal is to protect species from over fishing and allow them to repopulate, not to protect them from global warming",793264678465961984,neutral,0.5750772953033447
1,RT @mymodernmet: Photographer @thevonwong raises awareness for victims of climate change with epic shoot on a bed of lavaÃ¢â‚¬Â¦,793264742148116480,neutral,0.8285008072853088
0,"My little Owlette saved halloween, the election, climate change, and negativity. She's SO SPECIAL!!! https://t.co/EglW9mhBHX",793264925208514560,positive,0.904666006565094
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793266314546741248,neutral,0.8241775035858154
0,I want this but I live in Texas and every season is now global warming https://t.co/nC6HRoZJBs,793266755070144513,negative,0.6495026350021362
1,RT @MattMcGorry: Important article on need 2 not make #NoDAPL JUST about climate change thus erasing the struggle for Native rightsÃ¢â‚¬Â¦,793266774045233152,neutral,0.6831594705581665
1,"Remember when #Trump bragged about committing sexual assault, disregarded the Geneva conventions, and called climate change a hoax?",793267301172801538,negative,0.8889585733413696
1,RT @thisisoutspeak: Meet @XiuhtezcatlM who is leading a charge against climate change with #GenerationRYSE https://t.co/CethVGMRcW https://Ã¢â‚¬Â¦,793267601749270529,neutral,0.7614042162895203
1,"@crisastoc IÃ¢â‚¬â„¢m creating a new think tank for climate change, would you join and post your tweet also at https://t.co/u1UbQXLmrF ?",793268448352694272,neutral,0.8534218668937683
0,RT @CostaSamaras: Talked about climate change/adaptation w/ the first-year engineers today. Said: not an envt'l issue; rather it'll affectÃ¢â‚¬Â¦,793268550387372032,neutral,0.8578624725341797
1,"Lois Barber: Nuclear weapons, climate change reasons to back Clinton: Trump has called for a huge military bu... https://t.co/At2JaFyMUv",793269688901840896,neutral,0.6257914900779724
1,If you haven't watched this yet you really need to. climate change is only going to get worse. https://t.co/RNhQyu2L9t,793269881990852609,negative,0.727104127407074
1,"And people say global warming doesn't exist. So that's why we have summer weather in fall right? Okay.

Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š https://t.co/i9aGIIL17M",793269957249339394,neutral,0.6170878410339355
0,Nigga asked me what's my inspiration I said global warming,793269959472406528,neutral,0.6357631087303162
1,RT @NatGeoChannel: Join @LeoDiCaprio as he searches for answers on the issue of climate change. #BeforeTheFlood starts now! https://t.co/qcÃ¢â‚¬Â¦,793271339276697601,neutral,0.7624019384384155
1,That's crazy that some politicians still don't believe in global warming.,793272751041765376,negative,0.8428274989128113
1,@ANI_news I doubt this would work. Plus it added more to existing pollution levels and worsened global warming,793273366580834304,negative,0.8765899538993835
0,Polar bears for global warming. Fish for water pollution. https://t.co/jscxJNw7Js,793273431269773313,neutral,0.5004794001579285
0,Americans are even less worried about Russia than climate change.,793273527075995648,negative,0.6893125176429749
0,"RT @Waterkeeper: Stream Before the Flood, a new film about climate change by @LeoDiCaprio &amp; Fisher Stevens, for free. https://t.co/uRaXqAriÃ¢â‚¬Â¦",793273862268026880,neutral,0.859398603439331
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793274115356405761,neutral,0.5223207473754883
1,"#ClimateChange: For New York, climate change is an immediate existential threat.: https://t.co/VjNr9RslK0",793275725549895680,negative,0.6869986057281494
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793276073412792320,neutral,0.5223207473754883
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793276666202251264,neutral,0.5223207473754883
1,RT @savbrock: It's almost 90 degrees outside on Halloween and some of y'all are still denying the legitimacy of global warming Ã°Å¸Â¤â€,793276892124160001,negative,0.7388360500335693
1,RT @UN: 12 #globalgoals are directly linked to climate change. The #ParisAgreement is crucial to achieve them.Ã¢â‚¬Â¦,793277317841883136,neutral,0.603547215461731
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793277927810969600,neutral,0.5223207473754883
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793278073122664448,neutral,0.5223207473754883
0,RT @grist: .@LeoDiCaprioÃ¢â‚¬â„¢s new climate change film is now streaming https://t.co/YZypinNHXZ #BeforeTheFlood https://t.co/kdcQ5VNVxZ,793278182887714817,neutral,0.7756296396255493
1,"RT @shanmutweets: Very good, impactful doc from @LeoDiCaprio got to take big steps for a positive climate change #climatechange https://t.Ã¢â‚¬Â¦",793278339356123136,positive,0.9618387222290039
1,RT @ReinaDeAfrica_: When you know this unusually warm weather in October is due to global warming and climate change but you still kindÃ¢â‚¬Â¦,793278603530207232,neutral,0.6282056570053101
1,@LeoDiCaprio thank you for the eye opening documentary. If you want a real and true portrait of climate change watch #BeforeTheFlood NOW!!,793278618046574593,positive,0.9616566896438599
1,RT @NatGeoChannel: Join @LeoDiCaprio as he searches for answers on the issue of climate change. #BeforeTheFlood starts now! https://t.co/qcÃ¢â‚¬Â¦,793279927630098432,neutral,0.7624019384384155
1,RT @ClimateCentral: This is what it's like to be a young climate scientist in the age of climate change https://t.co/QX7wfvDA6w https://t.cÃ¢â‚¬Â¦,793279986530594816,neutral,0.8016576170921326
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793280078893289473,neutral,0.8241775035858154
2,"Polar vortex shifting due to climate change, extending winter, study finds
 https://t.co/62FyvFmvDK",793281000419667968,neutral,0.8481736779212952
0,RT @IndieWire: Watch Leonardo DiCaprio's climate change doc #BeforeTheFlood for free online https://t.co/g3iUV8yU0u https://t.co/LVXS17ILSn,793282053848592385,neutral,0.7851539254188538
0,RT @erinisconfused: watching the leo dicaps climate change doc n waiting for him to vape a huge blueberry flavoured cloud into our gd atmosÃ¢â‚¬Â¦,793282071452057600,neutral,0.8015822768211365
1,#SDG13 is a call to take urgent action to combat #climate change and its impacts. Join the movement:Ã¢â‚¬Â¦ https://t.co/BqxZ5ZkBjv,793282241900052480,neutral,0.607185423374176
0,@PDChina Its global warming..,793282269263777792,neutral,0.49590858817100525
1,I'm not even ready to watch Before the Flood bc it's gonna make me hella emotional &amp; angry at people for not caring about global warming,793282349416972288,negative,0.9299225211143494
-1,"RT @trojan719: Why don't you fucking global warming idiots just go away,! Get a real job for a change'.",793283530486874112,negative,0.9324930906295776
1,Watching Bill Nye the Science Guy special on climate change. One dude just leaves us 15 more years to survive. Doomed,793285466627813376,negative,0.45295608043670654
2,Ã¢â‚¬Å“Will global warming help drive record election turnout?Ã¢â‚¬ï† by @climateprogress https://t.co/PEcabzBhxe,793285699550052352,neutral,0.7910692095756531
1,RT @DeclanMcKenna: There a lot of things I don't agree with that I won't call you a goose for but if you don't believe climate change is aÃ¢â‚¬Â¦,793285776243122176,negative,0.7722461223602295
0,RT @WISTERIAJACK: polar bears for climate change https://t.co/ekeInuXuf5,793289555709263872,neutral,0.8176153898239136
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793289828859252737,neutral,0.8241775035858154
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793290141917937664,neutral,0.8241775035858154
1,"Supreme Court, building on healthcare, climate change...#ButHillarysEmails",793291457616498688,neutral,0.8050854802131653
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793294487690711040,neutral,0.8241775035858154
1,RT @aroseadam: Need bedtime reading? Our modeling paper on the effects of realistic climate change on food webs is out! https://t.co/VvaWIoÃ¢â‚¬Â¦,793294685322223616,neutral,0.7346648573875427
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793296166708469760,neutral,0.5223207473754883
1,RT @planetizen: For the good of the planet: a series of four courses on local actions for climate change. https://t.co/2k9vZipnN9 https://tÃ¢â‚¬Â¦,793296226489806848,neutral,0.6249029040336609
1,RT @SEIclimate: Transnational #climate change impacts: An entry point to enhanced global cooperation on #adaptation?Ã¢â‚¬Â¦,793297494704873472,neutral,0.9056394696235657
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793298886970384385,neutral,0.8241775035858154
0,@NWSSeattle is this climate change or just weather?,793299843103940608,neutral,0.8033625483512878
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793300620451061760,neutral,0.8241775035858154
1,#Halloween's ok but if you really wanna get scared watch @NatGeo's newÃ¢â‚¬â€¹ climate change doc with @LeoDiCaprioÃ¢â‚¬Â¦ https://t.co/RGb4ixueW7,793302299464564736,neutral,0.6153365969657898
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793304347321008128,neutral,0.8241775035858154
1,Leo DiCaprio whining about his future kids not being able to see snow when the best way to stop climate change is to not have kids. Ã°Å¸Ëœâ€™,793305117260967936,negative,0.7923091650009155
1,RT @greenpeaceusa: Did you miss the premier of @LeoDiCaprio's climate change documentary #BeforeTheFlood yesterday? Catch up here &gt;&gt; https:Ã¢â‚¬Â¦,793306106235719682,neutral,0.8748674392700195
0,National GeographicÃ¢â‚¬â„¢s climate change documentary with Leonardo DiCaprio is now on YouTube https://t.co/S8IbXczGgt via #thenextweb,793307177125416960,neutral,0.7843997478485107
1,RT @COP22: In 4 days the most ambitious climate change agreement in history enters into force. Have you read #ParisAgreement?Ã¢â‚¬Â¦,793308788627570688,positive,0.7017046213150024
0,Glaciers for global warming https://t.co/oZH6LGNse5,793313172895653888,neutral,0.7616228461265564
0,"@inferillum @johnpodesta @ChadHGriffin sister, and his views on the pipelines, climate change issues is endgame for me. I can't do it.",793314530910699520,negative,0.8550593256950378
1,A must watch documentary on global warming. https://t.co/qBVPjWw5RW,793315285562449920,positive,0.8298544883728027
1,RT @JasonSalsaBoy: friendly reminder that its still hot this time of year bc of global warming brought on by people and possibly even reptiÃ¢â‚¬Â¦,793315739767754752,neutral,0.6145691871643066
1,RT @TheMisterFavor: #NationalGeographicÃ¢â‚¬â„¢s climate change documentary with #LeonardoDiCaprio is now on #YouTube! https://t.co/yEA6kinX2AÃ¢â‚¬Â¦,793316492553154560,neutral,0.6865969300270081
0,In the end of October CAREC experts on climate change and sustainable energy met with Nazarbayev UniversityÃ¢â‚¬â„¢s team https://t.co/Kw7KdLQ6EX,793318495719161856,neutral,0.8391149640083313
1,Highly recommend #BeforeTheFlood documentary on climate change for a truly terrifying wake up call this Halloween. https://t.co/i1gsKi7F02,793321135739838464,positive,0.6512925028800964
2,Top university stole millions from taxpayers by faking global warming research https://t.co/WwvfhILc3q #earthfirst https://t.co/xQcKibuPBb,793321301834338304,negative,0.7562596201896667
1,RT @BitsieTulloch: Happy Ã°Å¸â€™â‚¬Ã°Å¸Å½Æ’Ã°Å¸â€¢Â¸! Want to see something truly scary? @NatGeo &amp; @LeoDiCaprio made a great documentary about global warming: httpÃ¢â‚¬Â¦,793321812356657154,positive,0.8915139436721802
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793322634876420096,neutral,0.5223207473754883
0,"RT @ramonbautista: Numinipis na ang yelo sa Arctic Circle, pati si Santa nangangayayat na. Nakakatakot talaga ang global warming https://t.Ã¢â‚¬Â¦",793323071796940800,neutral,0.7426685690879822
2,"RT @WorldResources: Reflections on Leonardo DiCaprioÃ¢â‚¬â„¢s new #climate change film, #BeforeTheFlood https://t.co/YRrLgtZRbc https://t.co/A0tWUÃ¢â‚¬Â¦",793324083869999104,neutral,0.8988769054412842
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793328336571277312,neutral,0.8241775035858154
1,RT @Seasaver: If everyone who tweets about halloween tweeted about genuinely terrifying things like climate change &amp; overfishingÃ¢â‚¬Â¦,793329448661688320,negative,0.680743396282196
0,"RT @S_Kanzaki_: Me: Thank you.
Subaru: (clapping)
Aikomi:
Aikomi: Ã¢â‚¬Â¦The presentation was supposed to be on global warming, not why you hateÃ¢â‚¬Â¦",793329761946898432,neutral,0.6368861198425293
1,RT @UN: 12 #globalgoals are directly linked to climate change. The #ParisAgreement is crucial to achieve them.Ã¢â‚¬Â¦,793329835611271170,neutral,0.603547215461731
1,RT @ClimateCentral: Here's how climate change will affect sea level rise (and flood cities) as the world warms https://t.co/btLitj44uUÃ¢â‚¬Â¦,793330265397530624,neutral,0.8606005907058716
1,"RT @billmaher: Not a single question about climate change in all 3 debates. Sad. No, really - sad.",793330915782995968,negative,0.9121668934822083
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793331188995874816,neutral,0.8241775035858154
1,RT @EnvDefenseFund: 5 ways climate change is affecting our oceans. https://t.co/ejLx0v5j7D,793331313755365376,neutral,0.8408164381980896
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793332322028228608,neutral,0.5223207473754883
0,RT @mitchellvii: Americans are even less worried about Russia than climate change.,793333356532498432,neutral,0.5223207473754883
2,Amplified plant turnover in response to climate change forecast by Late Quaternary records https://t.co/8ZAMi8ORGZ,793333422118866945,neutral,0.899958610534668
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",793334700437889024,neutral,0.8241775035858154
1,RT @SenSanders: The Dakota Access Pipeline would be a huge blow to our fight against climate change. #NoDAPL https://t.co/47m6yUu4m5,793334966398529536,negative,0.8574981689453125
2,Recent pattern of cloud cover may have masked some global warming: ThereÃ¢â‚¬â„¢s a deceptively simple number at the... https://t.co/B2u5ucFrJK,793340053699166208,neutral,0.8513797521591187
